indoor_relative_humidity [%],illuminance [lux],indoor_temperature,wind_speed [m/s],occupant_count [number],Atmospheric Pressure,optimal temperature
64.6,0.0,23.6,2.83,39,56.1,24.9
64.8,0.0,23.6,1.09,32,56.2,24.9
64.8,0.0,23.7,1.98,36,56.3,24.9
64.8,0.0,23.6,3.84,31,56.2,25.0
65.0,0.0,23.7,1.09,36,55.9,24.9
65.0,0.0,23.7,2.71,36,56.2,25.0
65.0,0.0,23.7,2.93,31,56.2,25.0
65.1,0.0,23.6,1.31,31,56.2,25.0
65.2,0.0,23.6,3.26,35,56.3,25.0
65.3,0.0,23.7,3.72,26,56.2,25.0
65.4,0.0,23.7,2.7,29,56.2,25.0
65.5,0.0,23.5,1.85,31,56.3,25.0
65.5,0.0,23.5,2.22,25,56.3,25.0
65.6,0.0,23.4,1.31,36,56.3,25.0
65.6,0.0,23.4,2.45,31,56.0,25.1
65.7,0.0,23.5,2.03,34,56.3,25.1
65.7,0.0,23.6,0.06,33,56.3,25.1
66.0,0.0,23.7,1.21,28,56.3,25.0
66.0,0.0,23.6,3.13,37,56.2,25.1
66.1,0.0,23.6,1.91,33,56.3,25.0
66.0,0.0,23.5,1.17,35,56.3,25.1
66.2,0.0,23.4,1.54,30,56.3,25.1
66.4,0.0,23.4,2.77,32,56.3,25.0
66.4,0.0,23.5,2.23,31,56.3,25.1
66.4,0.0,23.5,1.09,27,56.0,25.1
66.3,0.0,23.5,1.47,29,56.3,25.1
66.4,0.0,23.5,1.93,34,56.3,25.1
66.5,0.0,23.5,1.65,34,56.3,25.1
66.6,0.0,23.5,1.73,35,56.3,25.1
66.7,0.0,23.5,0.86,26,56.3,25.1
66.9,0.0,23.4,1.31,32,56.3,25.1
66.9,0.0,24.0,1.88,26,56.3,25.1
66.9,0.0,24.1,0.48,31,56.3,25.1
66.9,0.0,24.2,3.58,29,56.3,25.1
66.9,0.0,24.3,2.37,36,56.3,25.2
67.0,0.0,24.2,1.97,34,56.0,25.2
67.0,0.0,24.2,2.34,31,56.3,25.2
67.3,0.0,24.2,2.14,34,56.3,25.1
67.2,0.0,24.1,2.08,32,56.3,25.2
67.3,0.0,24.1,1.28,27,56.3,25.2
67.4,0.0,24.1,1.86,32,56.3,25.1
67.4,0.0,24.2,1.8,33,56.3,25.2
67.5,0.0,24.3,1.01,33,56.3,25.2
67.6,0.0,24.2,0.75,31,56.3,25.2
67.7,0.0,24.1,1.06,26,56.3,25.2
67.6,0.0,23.9,0.69,35,55.9,25.2
67.6,0.0,23.9,1.18,34,56.3,25.2
67.7,0.0,23.9,3.5,34,56.3,25.2
67.7,0.0,23.8,1.27,36,56.3,25.2
67.7,0.0,23.9,0.73,29,56.3,25.2
67.9,0.0,23.9,1.78,28,56.3,25.2
67.9,0.0,24.2,0.49,31,56.3,25.2
68.0,0.0,24.6,1.62,29,56.3,25.2
68.0,0.0,24.9,0.64,25,56.3,25.2
68.1,0.0,25.1,1.13,28,56.3,25.2
68.1,0.0,25.2,1.53,25,56.0,25.2
68.3,0.0,25.2,1.4,35,56.3,25.2
68.3,0.0,25.4,0.23,29,56.3,25.2
68.3,0.0,25.5,1.38,31,56.2,25.2
68.3,0.0,25.5,1.9,28,56.2,25.3
68.4,0.0,25.6,0.64,32,56.2,25.2
68.5,0.0,25.6,0.75,35,56.2,25.2
68.5,0.0,25.7,1.22,35,56.2,25.2
68.6,0.0,25.8,0.85,30,56.3,25.2
68.5,0.0,25.8,1.41,32,56.2,25.3
68.8,0.0,25.9,1.87,28,56.2,25.2
68.6,0.0,25.9,1.17,30,55.9,25.3
68.7,0.0,25.9,1.23,29,56.2,25.3
68.7,0.0,26.0,1.61,30,56.1,25.3
69.1,0.0,26.0,1.7,32,56.1,25.2
69.9,0.0,26.0,1.7,33,56.2,25.2
70.5,0.0,26.0,2.02,27,56.3,25.3
70.9,0.0,26.1,1.6,32,56.3,25.3
71.0,0.0,26.1,1.02,30,56.3,25.3
71.0,0.0,26.1,0.5,33,56.2,25.3
71.0,0.0,26.1,1.81,25,56.2,25.3
70.9,0.0,26.1,2.0,35,55.9,25.4
70.9,0.0,26.2,1.43,34,56.3,25.4
70.8,0.0,26.2,2.11,31,56.2,25.4
70.9,0.0,26.2,1.89,29,56.2,25.4
70.8,0.0,26.3,1.89,35,56.2,25.4
70.9,0.0,26.1,2.39,27,56.3,25.3
70.6,0.0,26.0,1.21,29,56.2,25.4
70.6,0.0,26.0,1.41,31,56.2,25.4
70.5,0.0,25.9,1.41,28,56.2,25.3
70.4,0.0,25.9,1.35,25,56.2,25.3
70.2,0.0,25.9,1.54,30,56.1,25.4
70.2,0.0,26.0,1.01,27,56.2,25.3
70.0,0.0,26.1,1.19,32,56.0,25.3
69.9,0.0,26.2,1.65,26,55.9,25.3
69.7,0.0,26.3,1.9,31,55.9,25.3
69.7,0.0,26.3,2.75,34,55.9,25.3
69.4,0.0,26.3,0.59,29,56.0,25.3
69.1,0.0,26.4,2.55,31,55.9,25.3
69.0,0.0,26.3,2.7,33,55.9,25.3
68.8,0.0,26.3,1.08,35,55.9,25.3
68.5,0.0,26.3,1.08,31,55.9,25.3
68.3,0.0,26.3,1.38,28,55.9,25.3
68.2,0.0,26.3,1.28,35,56.2,25.3
68.0,0.0,26.3,1.17,35,56.3,25.3
67.9,0.0,26.4,2.12,32,56.3,25.3
67.7,0.0,26.4,1.21,33,56.3,25.3
67.5,0.0,26.4,1.58,25,56.3,25.3
67.4,0.0,26.4,1.61,30,56.3,25.3
67.4,0.0,26.4,1.45,34,56.3,25.2
67.1,0.0,26.4,1.85,35,56.3,25.2
67.2,0.0,26.4,2.0,29,56.2,25.2
66.7,0.0,26.4,1.64,35,56.3,25.3
66.5,0.0,26.4,1.9,31,56.3,25.3
66.5,0.0,26.4,0.97,35,56.3,25.3
66.3,0.0,26.4,1.52,34,56.3,25.3
66.3,0.0,26.5,1.46,28,56.3,25.2
66.4,0.0,26.5,0.67,29,56.3,25.2
66.1,0.0,26.5,1.4,30,56.3,25.2
65.9,0.0,26.4,1.38,28,56.3,25.2
65.9,0.0,26.4,2.2,33,56.3,25.2
65.5,0.0,26.4,1.53,25,56.3,25.2
65.4,0.0,26.4,0.67,26,56.2,25.2
65.3,0.0,26.4,1.3,26,56.4,25.2
65.1,0.0,26.5,0.98,30,56.4,25.3
64.8,0.0,26.5,1.17,30,56.4,25.3
64.7,0.0,26.5,1.08,25,56.3,25.2
64.5,0.0,26.4,2.03,34,56.3,25.3
64.5,0.0,26.4,1.87,33,56.3,25.2
64.3,0.0,26.5,1.56,27,56.3,25.2
64.2,0.0,26.4,2.3,31,56.3,25.2
64.1,0.0,26.5,0.9,27,56.4,25.2
64.2,0.0,26.5,0.78,26,56.2,25.2
63.8,0.0,26.5,1.18,27,56.6,25.3
63.6,0.0,26.5,1.41,35,56.3,25.3
63.4,0.0,26.5,0.79,29,56.3,25.3
63.3,0.0,26.5,1.04,31,56.3,25.2
63.1,0.0,26.5,1.51,31,56.4,25.2
62.9,0.0,26.5,1.09,32,56.4,25.2
63.0,0.0,26.5,0.98,33,56.3,25.2
62.7,0.0,26.6,1.24,33,56.4,25.2
62.7,0.0,26.5,1.37,30,56.5,25.2
62.5,0.0,26.5,0.79,30,56.4,25.3
62.4,0.0,26.5,1.04,32,56.5,25.3
62.2,0.0,26.5,0.67,32,56.4,25.3
62.1,0.0,26.5,0.4,28,56.4,25.3
62.0,0.0,26.5,0.38,25,56.4,25.3
62.0,0.0,26.5,0.52,33,56.5,25.2
62.0,0.0,26.5,0.58,28,56.5,25.2
61.8,0.0,26.5,0.91,31,56.5,25.3
61.7,0.0,26.5,0.65,26,56.5,25.2
61.6,0.0,26.5,0.61,34,56.5,25.3
61.5,0.0,26.5,0.43,31,56.3,25.3
61.3,0.0,26.5,0.45,31,56.7,25.3
61.3,0.0,26.5,0.63,26,56.6,25.3
61.1,0.0,26.5,0.26,26,56.5,25.3
61.1,0.0,26.5,0.4,32,56.4,25.3
60.8,0.0,26.5,0.79,31,56.4,25.3
60.6,0.0,26.5,0.62,27,56.5,25.3
60.6,0.0,26.5,0.42,32,56.5,25.3
60.5,0.0,26.5,0.45,27,56.5,25.3
60.3,0.0,26.5,0.21,30,56.3,25.3
60.2,0.0,26.5,0.51,25,56.3,25.3
60.2,0.0,26.5,0.29,31,56.1,25.3
60.2,0.0,26.5,0.46,29,56.7,25.3
60.1,0.0,26.5,0.14,26,56.4,25.3
59.8,0.0,26.5,0.27,29,56.3,25.3
59.7,0.0,26.5,0.64,31,56.2,25.3
59.4,0.0,26.5,0.08,33,56.2,25.3
59.4,0.0,26.5,0.09,35,56.2,25.3
59.3,0.0,26.5,0.2,32,56.2,25.4
59.2,0.0,26.5,0.58,29,56.8,25.3
59.1,0.0,26.5,0.34,30,56.9,25.3
58.9,0.0,26.5,0.35,28,57.1,25.3
58.9,0.0,26.5,0.18,35,56.3,25.3
58.9,0.0,26.5,0.34,26,56.2,25.3
59.0,0.0,26.6,0.21,32,56.2,25.3
58.8,0.0,26.6,0.32,27,56.2,25.3
58.8,0.0,26.6,0.52,32,56.2,25.3
58.8,0.0,26.6,0.28,25,56.2,25.3
58.7,0.0,26.6,0.77,35,56.2,25.3
59.0,8.35,26.6,0.42,28,57.0,25.4
63.7,2015.55,26.7,0.29,35,63.3,27.7
61.4,177.69,26.7,0.11,36,57.6,26.1
63.4,185.22,26.6,0.27,25,56.5,25.5
63.7,187.44,26.6,0.27,33,55.5,25.4
63.7,183.47,26.6,0.09,25,54.9,25.4
63.9,110.55,26.5,0.31,30,55.3,25.3
64.3,143.07,26.5,0.24,28,55.2,25.3
64.4,161.68,26.5,0.42,35,54.4,25.3
64.4,175.36,26.5,0.2,33,54.2,25.3
64.4,177.82,26.5,0.18,27,53.2,25.2
66.6,179.87,26.5,0.39,29,53.4,25.4
66.7,175.74,26.5,0.46,33,53.5,25.3
66.3,174.28,26.4,0.31,30,55.0,25.3
66.1,169.52,26.3,0.3,35,55.1,25.2
65.9,167.32,26.0,0.21,31,55.5,25.2
65.6,164.24,25.6,0.68,31,55.5,25.2
65.3,161.59,25.4,0.59,29,55.3,25.1
65.1,160.46,25.1,1.13,28,55.8,25.1
65.1,158.75,24.9,0.23,30,55.1,25.1
65.6,141.46,24.7,0.45,33,58.0,25.0
66.0,161.87,24.5,1.11,35,55.8,25.0
66.2,166.16,24.4,1.24,35,56.8,25.0
65.9,169.32,24.3,1.46,33,57.4,25.0
65.6,127.4,24.2,0.98,30,55.1,25.0
66.8,86.17,24.2,1.59,26,54.3,25.1
70.0,76.97,24.0,0.66,26,55.1,25.2
68.5,70.32,24.0,1.83,29,54.4,25.0
68.4,69.78,23.9,1.94,35,55.3,25.0
68.1,86.66,24.0,2.07,25,55.1,25.0
67.5,65.8,24.0,2.9,25,54.8,25.0
67.2,58.03,23.2,2.77,33,54.0,24.9
68.2,47.79,23.2,1.52,35,54.4,24.9
70.9,40.87,23.4,1.7,37,56.1,25.0
69.3,38.61,23.3,2.03,28,58.4,24.8
69.3,38.61,23.3,2.03,32,58.4,24.8
69.3,38.61,23.3,2.03,28,58.4,24.8
69.3,38.61,23.3,2.03,35,58.4,24.8
69.3,38.61,23.3,2.03,33,58.4,24.8
69.3,38.61,23.3,2.03,27,58.4,24.8
72.0,0.0,23.8,3.36,34,54.1,24.8
74.4,0.0,23.3,3.42,26,53.3,25.0
73.5,0.0,23.2,0.65,29,53.7,24.9
73.5,0.0,23.2,0.65,29,53.7,24.9
73.4,32.63,23.9,3.31,36,55.5,24.9
74.5,32.3,24.1,2.5,28,54.6,25.0
74.3,32.07,24.2,1.84,35,54.6,25.0
74.4,32.12,23.9,2.3,29,57.1,25.0
74.4,33.62,24.3,2.05,30,57.2,24.9
72.6,33.89,24.2,2.71,28,56.6,24.7
71.5,33.93,23.9,0.58,29,56.0,24.5
70.3,33.91,24.1,2.06,39,56.5,24.4
70.1,33.91,24.2,2.03,27,56.0,24.4
69.6,33.93,24.1,2.76,38,55.9,24.3
69.1,33.99,24.1,1.82,36,58.2,24.2
69.6,33.93,24.1,1.98,28,56.5,24.2
69.7,33.9,24.1,1.44,33,56.0,24.2
69.7,33.9,24.1,1.44,36,56.0,24.2
69.7,33.9,24.1,1.44,28,56.0,24.2
69.7,33.9,24.1,1.44,28,56.0,24.2
69.7,33.9,24.1,1.44,28,56.0,24.2
69.7,33.9,24.1,1.44,30,56.0,24.2
69.7,33.9,24.1,1.44,37,56.0,24.2
69.7,33.9,24.1,1.44,29,56.0,24.2
70.4,34.05,24.1,2.12,31,55.0,24.0
70.4,34.05,24.1,2.12,33,55.0,24.0
70.4,34.05,24.1,2.12,41,55.0,24.0
70.4,34.05,24.1,2.12,33,55.0,24.0
78.1,33.98,24.3,1.57,40,54.9,24.6
76.8,33.88,24.2,1.14,37,55.0,24.7
75.7,33.88,24.1,1.03,34,55.1,24.8
75.3,29.02,24.1,1.19,40,55.2,24.9
75.3,29.02,24.1,1.19,39,55.2,24.9
75.3,29.02,24.1,1.19,40,55.2,24.9
74.3,0.0,24.0,1.45,37,54.3,25.3
74.5,0.0,24.0,2.85,39,53.6,25.4
74.5,0.0,24.0,2.85,36,53.6,25.4
74.5,0.0,24.0,2.85,35,53.6,25.4
74.5,0.0,24.0,2.85,36,53.6,25.4
74.5,0.0,24.0,2.85,36,53.6,25.4
74.5,0.0,24.0,2.85,32,53.6,25.4
74.5,0.0,24.0,2.85,36,53.6,25.4
74.5,0.0,24.0,2.85,36,53.6,25.4
74.5,0.0,24.0,2.85,31,53.6,25.4
80.5,0.0,24.0,2.98,42,54.2,25.9
80.5,0.0,24.0,2.98,48,54.2,25.9
80.5,0.0,24.0,2.98,42,54.2,25.9
80.5,0.0,24.0,2.98,46,54.2,25.9
80.5,0.0,24.0,2.98,46,54.2,25.9
80.5,0.0,24.0,2.98,46,54.2,25.9
80.5,0.0,24.0,2.98,42,54.2,25.9
80.5,0.0,24.0,2.98,43,54.2,25.9
80.5,0.0,24.0,2.98,40,54.2,25.9
80.5,0.0,24.0,2.98,45,54.2,25.9
80.5,0.0,24.0,2.98,45,54.2,25.9
80.5,0.0,24.0,2.98,42,54.2,25.9
80.5,0.0,24.0,2.98,50,54.2,25.9
80.5,0.0,24.0,2.98,46,54.2,25.9
80.5,0.0,24.0,2.98,44,54.2,25.9
80.5,0.0,24.0,2.98,43,54.2,25.9
80.5,0.0,24.0,2.98,49,54.2,25.9
80.5,0.0,24.0,2.98,49,54.2,25.9
80.5,0.0,24.0,2.98,49,54.2,25.9
82.3,0.0,24.1,4.9,42,49.3,26.2
82.2,0.0,24.0,5.98,44,55.1,26.2
82.2,0.0,24.0,5.98,47,55.1,26.2
82.2,0.0,24.0,5.98,42,55.1,26.2
82.2,0.0,24.0,5.98,45,55.1,26.2
82.2,0.0,24.0,5.98,38,55.1,26.2
82.2,0.0,24.0,5.98,45,55.1,26.2
82.2,0.0,24.0,5.98,39,55.1,26.2
82.2,0.0,24.0,5.98,45,55.1,26.2
82.2,0.0,24.0,5.98,41,55.1,26.2
82.7,0.0,24.0,4.61,41,51.8,26.2
82.4,0.0,24.0,4.26,46,53.6,26.3
82.6,0.0,24.0,1.6,49,52.6,26.3
82.6,0.0,24.0,1.6,43,52.6,26.3
82.6,0.0,24.0,1.6,49,52.6,26.3
82.7,0.0,24.1,3.71,41,52.2,26.3
82.9,0.0,24.1,2.15,43,52.8,26.2
82.9,0.0,24.1,2.12,44,51.9,26.2
82.9,0.0,23.9,2.9,44,51.8,26.3
82.8,0.0,24.4,2.71,41,52.3,26.2
82.8,0.0,24.1,1.81,49,52.6,26.3
83.0,0.0,24.0,1.78,41,52.1,26.3
83.0,0.0,24.0,1.43,48,52.4,26.3
82.7,0.0,24.0,2.92,41,52.3,26.3
82.8,0.0,24.0,2.41,39,52.2,26.3
83.1,0.0,23.9,2.15,42,52.3,26.3
82.8,0.0,24.3,2.12,49,52.0,26.3
83.0,0.0,24.0,4.33,40,52.3,26.3
83.1,0.0,24.1,1.74,46,52.2,26.3
82.9,0.0,24.3,3.78,45,52.0,26.3
82.6,0.0,24.0,1.5,43,52.0,26.3
83.0,0.0,24.0,2.09,40,52.0,26.3
83.1,0.0,24.3,1.49,48,52.2,26.3
82.9,0.0,23.9,2.33,39,52.3,26.3
82.9,0.0,24.2,2.77,42,52.1,26.3
83.1,0.0,23.9,3.33,40,52.2,26.3
82.8,0.0,24.1,2.17,41,51.9,26.3
82.9,0.0,24.1,2.18,46,52.4,26.3
83.2,0.0,24.0,1.52,41,52.1,26.3
83.1,0.0,24.2,3.12,40,51.7,26.3
82.9,0.0,24.0,1.37,45,51.8,26.3
82.9,0.0,24.2,2.43,48,52.0,26.3
82.9,0.0,24.2,2.43,42,52.0,26.3
82.9,0.0,24.2,2.43,47,52.0,26.3
82.9,0.0,24.2,2.43,41,52.0,26.3
82.9,0.0,24.2,2.43,40,52.0,26.3
82.9,0.0,24.2,2.43,48,52.0,26.3
83.1,0.0,24.7,1.17,38,51.3,26.4
83.1,0.0,24.7,1.17,42,51.3,26.4
83.1,0.0,24.7,1.17,37,51.3,26.4
83.1,0.0,24.7,1.17,36,51.3,26.4
83.3,0.0,24.7,1.1,38,51.7,26.4
83.3,0.0,24.6,1.64,41,52.7,26.4
83.1,0.0,24.6,0.39,45,52.6,26.4
83.5,0.0,24.6,1.26,43,52.9,26.4
83.3,0.0,24.4,1.45,38,52.0,26.4
83.4,0.0,24.5,0.78,36,52.2,26.4
83.5,0.0,24.6,0.39,43,51.9,26.3
83.7,0.0,24.4,0.69,41,53.0,26.3
83.3,0.0,24.4,2.22,39,52.6,26.4
83.4,0.0,24.5,0.83,44,52.5,26.4
83.2,0.0,24.8,0.99,44,53.0,26.4
83.5,0.0,25.1,1.29,45,55.6,26.4
83.5,0.0,25.1,1.29,39,55.6,26.4
83.8,0.0,25.3,1.18,45,52.7,26.4
83.7,0.0,25.5,1.4,45,52.4,26.4
83.7,0.0,25.5,1.4,37,52.4,26.4
83.7,0.0,25.5,1.4,40,52.4,26.4
83.7,0.0,25.5,1.4,35,52.4,26.4
83.7,0.0,25.5,1.4,42,52.4,26.4
83.7,0.0,25.5,1.4,44,52.4,26.4
84.3,0.0,25.8,0.81,45,52.6,26.4
84.3,0.0,25.8,0.81,45,52.6,26.4
84.3,0.0,25.8,0.81,36,52.6,26.4
84.3,0.0,25.8,0.81,40,52.6,26.4
84.3,0.0,25.8,0.81,35,52.6,26.4
84.3,0.0,25.8,0.81,45,52.6,26.4
84.3,0.0,25.8,0.81,42,52.6,26.4
84.3,0.0,25.8,0.81,40,52.6,26.4
84.3,0.0,25.8,0.81,43,52.6,26.4
84.3,0.0,25.8,0.81,36,52.6,26.4
84.3,0.0,26.1,1.5,43,54.2,26.4
84.4,0.0,26.2,0.55,40,55.1,26.4
84.2,2.0,26.2,0.5,37,54.8,26.4
84.5,8.24,26.2,0.78,35,54.8,26.4
84.5,14.78,26.2,0.85,45,55.1,26.4
84.5,23.45,26.2,0.49,45,55.7,26.4
84.4,41.05,26.2,0.23,38,55.6,26.4
84.4,51.57,26.3,1.76,39,55.9,26.5
84.4,66.06,26.2,0.86,37,55.7,26.5
84.5,79.92,26.3,1.87,38,56.2,26.5
84.2,62.66,26.3,1.27,36,56.2,26.5
84.2,85.22,26.3,0.59,36,55.5,26.5
84.2,85.22,26.3,0.59,44,55.5,26.5
84.2,85.22,26.3,0.59,41,55.5,26.5
77.0,109.37,27.2,0.34,43,53.0,26.7
72.1,97.0,27.2,0.05,37,53.7,27.0
69.6,69.16,27.2,0.09,35,53.7,27.1
67.8,90.15,27.2,0.16,37,53.3,27.1
66.5,120.03,27.2,0.82,42,53.7,27.1
65.2,103.86,27.2,0.64,43,53.8,27.2
68.7,84.74,27.2,0.48,45,54.4,26.9
66.9,83.0,27.2,0.4,27,54.8,25.6
65.0,34.8,27.2,0.47,26,54.8,24.9
64.1,32.15,27.2,1.28,28,54.1,24.9
66.8,32.33,27.2,0.72,26,55.7,24.8
66.4,35.25,27.2,0.67,34,54.1,24.8
66.8,56.83,27.2,1.03,30,53.7,24.7
67.4,73.05,27.2,0.66,32,53.3,24.7
67.4,103.73,27.2,0.53,35,54.1,24.7
67.7,161.36,27.2,0.51,27,53.8,24.7
68.4,164.22,27.2,1.02,25,54.4,24.7
72.9,162.81,27.2,1.02,31,54.7,24.9
71.5,164.42,27.2,0.76,26,54.5,25.1
69.5,167.84,27.2,0.93,32,53.6,25.0
70.8,161.78,27.1,0.84,28,55.9,24.9
75.0,167.65,27.2,1.72,31,53.7,25.0
71.1,178.01,27.1,1.08,31,53.3,25.1
70.6,179.37,27.1,0.94,34,54.0,25.0
75.8,175.47,27.1,0.91,28,53.1,25.0
72.9,182.91,27.1,1.27,29,53.3,25.2
70.8,183.89,27.2,1.01,28,53.4,25.1
74.1,189.94,27.2,0.54,25,54.6,25.1
75.3,182.08,27.1,1.12,34,54.2,25.2
71.4,145.31,27.1,0.11,26,53.8,25.2
75.0,145.83,27.2,0.24,30,54.7,25.1
74.4,105.2,27.2,0.34,28,53.5,25.2
71.7,115.43,27.2,0.01,33,53.6,25.0
75.3,176.44,27.2,0.78,35,53.2,24.9
74.5,185.74,27.1,0.94,30,57.9,25.2
69.6,189.11,27.1,0.51,28,58.3,25.2
67.7,147.44,27.2,0.65,34,57.8,25.2
66.6,90.81,27.2,0.25,33,57.5,25.1
66.6,76.19,27.2,0.26,34,58.1,24.9
66.4,121.07,27.1,0.7,25,58.3,24.7
65.9,146.57,27.1,0.14,30,59.9,24.6
65.4,181.22,27.1,0.19,31,62.7,24.7
65.8,184.92,27.1,0.17,29,58.4,24.7
65.8,184.92,27.1,0.17,31,58.4,24.7
65.9,184.4,27.1,0.14,35,55.8,24.8
65.6,185.78,27.1,0.45,31,56.4,24.8
65.6,185.78,27.1,0.45,32,56.4,24.8
65.1,188.44,27.1,0.28,35,63.2,24.7
64.6,192.08,27.1,0.75,26,63.2,24.7
64.3,179.31,27.1,1.18,26,58.8,24.7
64.6,181.19,27.1,1.03,35,57.9,24.7
64.7,163.62,27.1,0.16,27,57.8,24.7
65.8,160.01,27.1,0.12,30,58.7,24.7
66.5,168.45,27.2,0.47,31,59.1,24.6
65.8,168.11,27.2,0.35,25,58.8,24.6
65.3,166.08,27.2,1.0,35,58.8,24.5
65.3,162.67,27.2,0.61,26,58.4,24.6
65.5,161.14,27.2,0.61,35,58.8,24.6
65.6,158.06,27.2,0.87,35,63.0,24.6
65.2,157.77,27.2,0.73,35,59.8,24.5
65.5,158.61,27.2,0.31,25,58.5,24.5
65.7,157.18,27.2,1.6,27,57.4,24.4
65.9,159.03,27.1,1.12,28,58.4,24.5
66.5,159.86,27.1,0.62,33,58.5,24.5
67.1,160.09,27.1,0.48,32,57.6,24.5
66.9,161.3,27.2,0.4,26,58.8,24.4
66.6,162.59,27.2,0.68,25,57.7,24.5
66.3,164.16,27.1,1.41,28,58.9,24.4
66.5,167.73,27.2,1.28,28,62.6,24.6
66.3,169.56,27.1,0.81,29,60.6,24.6
67.0,189.67,27.1,0.8,25,59.3,24.7
66.9,242.4,27.1,0.92,33,55.2,24.8
67.4,232.52,27.1,0.43,25,57.7,25.1
67.4,232.52,27.1,0.43,32,57.7,25.1
66.7,160.19,27.1,0.87,33,61.6,25.5
66.4,155.39,27.1,1.29,28,58.7,25.5
66.3,157.55,27.1,0.73,33,61.1,25.5
66.2,161.97,27.1,0.77,34,61.3,25.4
65.7,162.98,27.1,0.37,31,61.4,25.5
65.5,164.28,27.1,0.46,30,60.0,25.4
65.4,164.68,27.1,0.61,28,58.9,25.4
65.3,165.21,27.1,0.45,27,59.5,25.4
65.4,166.71,27.1,0.16,32,59.5,25.3
65.4,166.9,27.0,0.32,35,59.5,25.3
65.3,169.15,27.0,0.85,28,59.2,25.3
65.0,168.66,27.1,0.74,26,62.1,25.3
65.0,168.86,27.1,0.95,33,61.7,25.3
64.9,167.99,26.9,0.53,27,62.3,25.3
64.9,169.19,26.8,0.3,34,60.1,25.3
64.8,171.1,26.9,0.8,29,58.8,25.3
64.7,170.86,27.0,0.26,25,61.9,25.3
64.5,172.18,26.9,0.51,28,57.3,25.4
64.3,169.21,26.8,0.79,29,59.5,25.5
64.3,170.7,26.7,0.64,28,61.6,25.5
64.5,171.86,26.6,0.8,27,60.0,25.5
64.5,172.19,26.6,0.57,25,57.2,25.6
64.0,171.93,26.6,0.08,29,60.0,25.5
63.7,172.11,26.6,0.23,35,60.0,25.5
63.5,170.26,26.6,0.32,31,58.2,25.6
63.8,168.14,26.6,0.29,33,61.7,25.6
64.0,167.37,26.6,0.28,25,59.3,25.5
64.4,165.17,26.6,0.58,30,58.6,25.4
64.3,163.28,26.6,0.39,30,57.9,25.5
64.2,164.26,25.9,0.73,35,59.3,25.5
64.0,163.72,24.7,0.53,30,61.2,25.5
63.9,163.38,24.2,0.13,34,58.7,25.5
63.7,160.31,24.2,0.66,25,60.4,25.5
63.6,160.08,24.2,2.74,35,61.3,25.5
63.9,159.13,24.1,2.72,26,58.9,25.5
64.5,150.52,24.1,2.06,34,58.3,25.4
64.3,158.78,24.0,0.95,27,63.2,25.4
63.8,161.54,24.0,1.4,31,61.4,25.3
63.7,163.04,24.0,0.23,35,60.1,25.3
63.8,162.32,24.1,0.21,35,59.7,25.3
64.0,161.24,24.3,0.11,30,60.4,25.3
64.3,158.29,24.0,0.68,31,60.8,25.4
63.9,155.71,23.9,1.42,26,59.1,25.3
63.8,153.62,24.2,0.95,29,62.0,25.3
64.1,149.12,24.1,1.59,27,59.5,25.3
64.4,143.01,24.0,1.59,33,55.7,25.4
64.6,136.63,24.0,0.18,28,55.2,25.3
64.3,125.65,24.2,1.95,25,54.8,25.3
64.2,110.09,24.0,1.78,29,54.0,25.2
64.4,110.1,23.9,2.46,33,56.1,25.2
64.5,95.39,24.3,2.38,33,56.6,25.2
63.9,60.29,24.0,1.7,33,54.2,25.5
63.1,70.46,24.0,2.32,34,54.7,25.7
62.9,59.31,24.3,1.46,31,55.5,25.8
62.4,24.55,24.0,2.43,35,54.3,25.8
62.2,11.48,24.0,3.21,35,54.6,25.8
62.8,4.78,24.5,1.53,34,54.2,25.5
63.7,30.93,24.8,0.14,31,55.4,25.3
64.2,33.53,24.9,2.89,26,54.5,25.2
64.3,31.32,24.9,1.73,35,54.5,25.1
64.7,30.53,25.2,1.95,27,54.7,25.0
65.2,30.15,25.1,2.16,30,55.7,25.0
65.3,30.12,25.0,2.38,29,56.3,25.0
65.1,30.11,25.0,2.59,29,57.0,25.1
63.9,30.02,24.7,2.81,36,54.8,25.3
63.5,30.0,24.8,3.02,35,54.4,25.5
63.7,29.98,25.0,3.24,29,54.5,25.5
63.7,29.98,25.0,3.24,30,54.5,25.5
63.7,29.98,25.0,3.24,27,54.5,25.5
63.7,29.98,25.0,3.24,28,54.5,25.5
63.7,29.98,25.0,3.24,26,54.5,25.5
63.7,29.98,25.0,3.24,28,54.5,25.5
63.7,29.98,25.0,3.24,29,54.5,25.5
63.8,29.98,25.1,1.39,27,58.6,25.4
64.0,29.96,25.1,0.78,26,56.8,25.3
64.4,29.93,25.1,2.59,33,57.0,25.2
64.4,29.93,25.1,3.08,29,56.0,25.2
64.5,29.93,25.1,1.71,28,58.4,25.2
64.1,29.96,25.1,3.11,25,56.3,25.2
64.6,29.98,25.1,1.27,33,56.2,25.2
64.3,29.96,25.1,2.08,33,56.5,25.4
65.2,29.94,25.1,3.68,27,56.1,25.3
65.9,29.96,24.7,1.45,28,55.6,25.3
71.9,29.99,24.6,0.5,34,56.5,25.2
74.5,30.0,24.6,1.51,31,56.9,25.5
72.2,29.99,24.6,4.6,32,56.0,25.6
71.5,30.0,24.7,1.4,28,56.9,25.6
